Learning Area,Element,Sub-element,Progression level,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Numeracy,Number sense and algebra,Multiplicative strategies,9,Flexible strategies for multiplication and division of rational numbers,NUM-NSA-MS2-L9-I06,6,calculates the percentage of a quantity flexibly using multiplication and division (e.g. to calculate 13% of 1600 uses 0.13 × 1600 or 1600 ÷ 100 × 13) ,calculates the percentage of a quantity flexibly using multiplication and division ,e.g. to calculate 13% of 1600 uses 0.13 × 1600 or 1600 ÷ 100 × 13) ,,,,,,,Yes,Yes,Yes,,
Numeracy,Number sense and algebra,Multiplicative strategies,9,Flexible strategies for multiplication and division of rational numbers,NUM-NSA-MS2-L9-I07,7,uses multiplicative strategies efficiently to solve problems involving rational numbers including integers (e.g. calculates the average temperature for Mt Wellington for July to be −1.6 ˚C),uses multiplicative strategies efficiently to solve problems involving rational numbers including integers ,e.g. calculates the average temperature for Mt Wellington for July to be −1.6 ˚C),,,,,,,Yes,Yes,Yes,,
Numeracy,Number sense and algebra,Multiplicative strategies,10,Flexible strategies for working multiplicatively,NUM-NSA-MS2-L10-I01,1,uses knowledge of place value and multiplicative partitioning to multiply and divide decimals efficiently (e.g. 0.461 × 200 = 0.461 × 100 × 2 = 46.1 × 2 = 92.2),uses knowledge of place value and multiplicative partitioning to multiply and divide decimals efficiently ,e.g. 0.461 × 200 = 0.461 × 100 × 2 = 46.1 × 2 = 92.2),,,,,,,,Yes,Yes,Yes,Yes
Numeracy,Number sense and algebra,Multiplicative strategies,10,Flexible strategies for working multiplicatively,NUM-NSA-MS2-L10-I02,2,flexibly operates multiplicatively with extremely large or very small numbers expressed in scientific notation (e.g. calculates the area of a computer chip measuring 2.56 × 10-6 m in width by 1.4 × 10-7 m in length),flexibly operates multiplicatively with extremely large or very small numbers expressed in scientific notation ,e.g. calculates the area of a computer chip measuring 2.56 × 10-6 m in width by 1.4 × 10-7 m in length),,,,,,,,Yes,Yes,Yes,Yes
Numeracy,Number sense and algebra,Multiplicative strategies,10,Flexible strategies for working multiplicatively,NUM-NSA-MS2-L10-I03,3,chooses and uses appropriate strategies to solve multi-step problems and model situations involving rational numbers,chooses and uses appropriate strategies to solve multi-step problems and model situations involving rational numbers,,,,,,,,,Yes,Yes,Yes,Yes
Numeracy,Number sense and algebra,Multiplicative strategies,10,Flexible strategies for working multiplicatively,NUM-NSA-MS2-L10-I04,4,represents and solves multifaceted problems in a wide range of multiplicative situations including scientific notation for those involving very small or very large numbers (e.g. chooses to calculate the percentage of a percentage to determine successive discounts; determines the time it takes for sunlight to reach the earth),represents and solves multifaceted problems in a wide range of multiplicative situations including scientific notation for those involving very small or very large numbers ,e.g. chooses to calculate the percentage of a percentage to determine successive discounts; determines the time it takes for sunlight to reach the earth),,,,,,,,Yes,Yes,Yes,Yes
Numeracy,Number sense and algebra,Interpreting fractions,1,Creating halves,NUM-NSA-IF2-L1-I01,1,demonstrates that dividing a whole into 2 parts can create equal or unequal parts,demonstrates that dividing a whole into 2 parts can create equal or unequal parts,,,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,1,Creating halves,NUM-NSA-IF2-L1-I02,2,identifies the part and the whole in representations of one-half (e.g. joins 2 equal pieces back together to form the whole shape and can identify the pieces as equal parts of the whole shape),identifies the part and the whole in representations of one-half ,e.g. joins 2 equal pieces back together to form the whole shape and can identify the pieces as equal parts of the whole shape),,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,1,Creating halves,NUM-NSA-IF2-L1-I03,3,creates equal halves of collections and physical and virtual materials using all of the whole (e.g. folds a paper strip in half to make equal pieces by aligning the edges; cuts a sandwich in half diagonally; partitions a collection into 2 equal groups to represent halving),creates equal halves of collections and physical and virtual materials using all of the whole ,e.g. folds a paper strip in half to make equal pieces by aligning the edges; cuts a sandwich in half diagonally; partitions a collection into 2 equal groups to represent halving),,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,2,Repeated halving,NUM-NSA-IF2-L2-I01,1,makes quarters and eighths by repeated halving (e.g. locates halfway on a strip of paper then halves each half; finds a quarter of an orange by halving and then halving again; 8 counters halved and then halved again into 4 groups of 2),makes quarters and eighths by repeated halving ,e.g. locates halfway on a strip of paper then halves each half; finds a quarter of an orange by halving and then halving again; 8 counters halved and then halved again into 4 groups of 2),,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,2,Repeated halving,NUM-NSA-IF2-L2-I02,2,"identifies the part and the whole in representations of halves, quarters and eighths (e.g. identifies the fractional parts that make up the whole using fraction puzzles)","identifies the part and the whole in representations of halves, quarters and eighths ",e.g. identifies the fractional parts that make up the whole using fraction puzzles),,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,2,Repeated halving,NUM-NSA-IF2-L2-I03,3,"represents known fractions using various fraction models (e.g. discrete collections, continuous linear and continuous area)",represents known fractions using various fraction models ,"e.g. discrete collections, continuous linear and continuous area)",,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,3,Repeating fractional parts,NUM-NSA-IF2-L3-I01,1,"accumulates fractional parts (e.g. knows that two-quarters is inclusive of one-quarter and twice one-quarter, not just the second quarter)",accumulates fractional parts ,"e.g. knows that two-quarters is inclusive of one-quarter and twice one-quarter, not just the second quarter)",,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,3,Repeating fractional parts,NUM-NSA-IF2-L3-I02,2,"checks the equality of parts by iterating one part to form the whole (e.g. when given a representation of one-quarter of a length and asked, ""what fraction is this of the whole length?"", uses the length as a counting unit to make the whole)",checks the equality of parts by iterating one part to form the whole ,"e.g. when given a representation of one-quarter of a length and asked, ""what fraction is this of the whole length?"", uses the length as a counting unit to make the whole)",,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,3,Repeating fractional parts,NUM-NSA-IF2-L3-I03,3,"identifies fractions in measurement situations and solves problems using halves, quarters and eighths (e.g. quarters in an AFL match; uses two cup measures in place of a single one-cup measure)","identifies fractions in measurement situations and solves problems using halves, quarters and eighths ",e.g. quarters in an AFL match; uses two cup measures in place of a single one-cup measure),,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,3,Repeating fractional parts,NUM-NSA-IF2-L3-I04,4,demonstrates that fractions can be written symbolically and interprets using part-whole knowledge (e.g. interprets to mean one-quarters or lots of ),demonstrates that fractions can be written symbolically and interprets using part-whole knowledge ,e.g. interprets to mean one-quarters or lots of ),,,Yes,,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,4,Re-imagining the whole,NUM-NSA-IF2-L4-I01,1,"creates thirds by visualising or approximating and adjusting (e.g. imagines a strip of paper in parts, then adjusts and folds)",creates thirds by visualising or approximating and adjusting ,"e.g. imagines a strip of paper in parts, then adjusts and folds)",,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,4,Re-imagining the whole,NUM-NSA-IF2-L4-I02,2,identifies examples and non-examples of partitioned representations of fractions,identifies examples and non-examples of partitioned representations of fractions,,,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,4,Re-imagining the whole,NUM-NSA-IF2-L4-I03,3,divides a whole into different fractional parts for different purposes (e.g. explores the problem of sharing a cake equally between different numbers of guests),divides a whole into different fractional parts for different purposes ,e.g. explores the problem of sharing a cake equally between different numbers of guests),,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,4,Re-imagining the whole,NUM-NSA-IF2-L4-I04,4,"demonstrates that the more parts into which a whole is divided, the smaller the parts become","demonstrates that the more parts into which a whole is divided, the smaller the parts become",,,,,Yes,,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,5,Equivalence of fractions,NUM-NSA-IF2-L5-I01,1,identifies the need to have equal wholes to compare fractional parts (e.g. compares the pieces of pizza when 2 identical pizzas are cut into and and describes how one-sixth is greater than one-eighth),identifies the need to have equal wholes to compare fractional parts ,e.g. compares the pieces of pizza when 2 identical pizzas are cut into and and describes how one-sixth is greater than one-eighth),,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,5,Equivalence of fractions,NUM-NSA-IF2-L5-I02,2,"creates fractions greater than one by recreating the whole (e.g. when creating four-thirds, demonstrates that three-thirds corresponds to the whole and the fourth third is part of an additional whole)",creates fractions greater than one by recreating the whole ,"e.g. when creating four-thirds, demonstrates that three-thirds corresponds to the whole and the fourth third is part of an additional whole)",,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,5,Equivalence of fractions,NUM-NSA-IF2-L5-I03,3,creates equivalent fractions by dividing the same-sized whole into different parts (e.g. shows two-sixths is the same as one-third of the same whole; creates a fraction wall),creates equivalent fractions by dividing the same-sized whole into different parts ,e.g. shows two-sixths is the same as one-third of the same whole; creates a fraction wall),,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,5,Equivalence of fractions,NUM-NSA-IF2-L5-I04,4,uses partitioning to establish relationships between fractions (e.g. creates one-sixth as one-third of one-half),uses partitioning to establish relationships between fractions ,e.g. creates one-sixth as one-third of one-half),,,,Yes,Yes,,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,6,Fractions as numbers,NUM-NSA-IF2-L6-I01,1,"connects the concepts of fractions and division: a fraction is a quotient, or a division statement (e.g. two-sixths is the same as 2 ÷ 6 or 2 partitioned into 6 equal parts or to solve “how to share 2 chocolate bars equally between 3 people”, understands that it is 2 divided by 3, therefore each person gets two-thirds of a chocolate bar)","connects the concepts of fractions and division: a fraction is a quotient, or a division statement ","e.g. two-sixths is the same as 2 ÷ 6 or 2 partitioned into 6 equal parts or to solve “how to share 2 chocolate bars equally between 3 people”, understands that it is 2 divided by 3, therefore each person gets two-thirds of a chocolate bar)",,,,,Yes,Yes,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,6,Fractions as numbers,NUM-NSA-IF2-L6-I02,2,justifies where to place fractions on a number line (e.g. to show two-thirds on a number line divides the space between zero and one into 3 equal parts and indicates the correct location),justifies where to place fractions on a number line ,e.g. to show two-thirds on a number line divides the space between zero and one into 3 equal parts and indicates the correct location),,,,,Yes,Yes,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,6,Fractions as numbers,NUM-NSA-IF2-L6-I03,3,"uses and explains the equivalence of decimals to benchmark fractions (e.g. 1/4=0.25, 1/2 = 0.5, 3/4 = 0.75, 1/10 - 0.1, 1/100 = 0.01; converts cup measures to millilitres",uses and explains the equivalence of decimals to benchmark fractions ,"e.g. 1/4=0.25, 1/2 = 0.5, 3/4 = 0.75, 1/10 - 0.1, 1/100 = 0.01; converts cup measures to millilitres",,,,,Yes,Yes,,,,,
Numeracy,Number sense and algebra,Interpreting fractions,7,Comparing fractions,NUM-NSA-IF2-L7-I01,1,"understands the equivalence relationship between a fraction, decimal and percentage as different representations of the same quantity (e.g. e.g. 1/2 = 0.5 = 50% because5  is half of 10 and 50 is half of 100","understands the equivalence relationship between a fraction, decimal and percentage as different representations of the same quantity ",e.g. e.g. 1/2 = 0.5 = 50% because5  is half of 10 and 50 is half of 100,,,,,,Yes,Yes,,,,
Numeracy,Number sense and algebra,Interpreting fractions,7,Comparing fractions,NUM-NSA-IF2-L7-I02,2,"identifies a fraction as a rational number that has relative size (e.g. describes a position as2/3 of the way up a ladder or varies a movement by performing it at half speed; understands ""a quarter turn"" as turning 90˚ rather than turning once every four steps",identifies a fraction as a rational number that has relative size ,"e.g. describes a position as2/3 of the way up a ladder or varies a movement by performing it at half speed; understands ""a quarter turn"" as turning 90˚ rather than turning once every four steps",,,,,,Yes,Yes,,,,
Numeracy,Number sense and algebra,Interpreting fractions,7,Comparing fractions,NUM-NSA-IF2-L7-I03,3,"reasons and uses knowledge of equivalence to compare and order fractions of the same whole (e.g. compares two-thirds and three-quarters of the same collection or whole, by converting them into equivalent fractions of eight-twelfths and nine-twelfths; explains that three-fifths must be greater than four-ninths because three-fifths is greater than a half, and four-ninths is less than a half)",reasons and uses knowledge of equivalence to compare and order fractions of the same whole ,"e.g. compares two-thirds and three-quarters of the same collection or whole, by converting them into equivalent fractions of eight-twelfths and nine-twelfths; explains that three-fifths must be greater than four-ninths because three-fifths is greater than a half, and four-ninths is less than a half)",,,,,,Yes,Yes,,,,
Numeracy,Number sense and algebra,Interpreting fractions,8,Operating with fractions,NUM-NSA-IF2-L8-I01,1,adds or subtracts fractions with the same denominators and justifies the need for a common denominator,adds or subtracts fractions with the same denominators and justifies the need for a common denominator,,,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Interpreting fractions,8,Operating with fractions,NUM-NSA-IF2-L8-I02,2,"uses strategies to calculate a fraction of a quantity (e.g. to find a time-point two-thirds of the way through a music video or animation, determines one-third then doubles; locates a position a third of the way across the stage by measuring the width of the stage and dividing by 3)",uses strategies to calculate a fraction of a quantity ,"e.g. to find a time-point two-thirds of the way through a music video or animation, determines one-third then doubles; locates a position a third of the way across the stage by measuring the width of the stage and dividing by 3)",,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Interpreting fractions,8,Operating with fractions,NUM-NSA-IF2-L8-I03,3,explains the difference between multiplying and dividing fractions (e.g. recognises 1/2 x 1/4 as one-half of a quarter and 1/2 divided 1/4 as how many quarters are in one half),explains the difference between multiplying and dividing fractions ,e.g. recognises 1/2 x 1/4 as one-half of a quarter and 1/2 divided 1/4 as how many quarters are in one half),,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Interpreting fractions,8,Operating with fractions,NUM-NSA-IF2-L8-I04,4,expresses one quantity as a fraction of another (e.g. 12 defective items from the 96 that were produced represents one-eighth of all items produced,expresses one quantity as a fraction of another ,e.g. 12 defective items from the 96 that were produced represents one-eighth of all items produced,,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Interpreting fractions,8,Operating with fractions,NUM-NSA-IF2-L8-I05,5,demonstrates why dividing by a fraction can result in a larger number,demonstrates why dividing by a fraction can result in a larger number,,,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Interpreting fractions,9,Operating with fractions proportionally,NUM-NSA-IF2-L9-I01,1,"demonstrates that a fraction can also be used as a ratio to compare the size of sets (e.g. if the colour ratio of a black and white pattern is 2:3, 2/5 is black and 3/5 is white and the representation of black is 2/3 of the white)",demonstrates that a fraction can also be used as a ratio to compare the size of sets ,"e.g. if the colour ratio of a black and white pattern is 2:3, 2/5 is black and 3/5 is white and the representation of black is 2/3 of the white)",,,,,,,,Yes,Yes,Yes,
Numeracy,Number sense and algebra,Proportional thinking,1,Understanding percentages and relative size,NUM-NSA-PT2-L1-I01,1,explains that a percentage is a proportional relationship between a quantity and 100 (e.g. 25% means 25 for every one hundred),explains that a percentage is a proportional relationship between a quantity and 100 ,e.g. 25% means 25 for every one hundred),,,,,,Yes,,,,,
Numeracy,Number sense and algebra,Proportional thinking,1,Understanding percentages and relative size,NUM-NSA-PT2-L1-I02,2,"demonstrates that 100% is a complete whole (e.g. student explains that in order to get 100% on a quiz, you must answer every question correctly)",demonstrates that 100% is a complete whole ,"e.g. student explains that in order to get 100% on a quiz, you must answer every question correctly)",,,,,,Yes,,,,,
Numeracy,Number sense and algebra,Proportional thinking,1,Understanding percentages and relative size,NUM-NSA-PT2-L1-I03,3,"uses percentage to describe, represent and compare relative size (e.g. selects which beaker is 75% full, describes an object as 50% of another object; describes and represents clean air as having 21% oxygen)","uses percentage to describe, represent and compare relative size ","e.g. selects which beaker is 75% full, describes an object as 50% of another object; describes and represents clean air as having 21% oxygen)",,,,,,Yes,,,,,
Numeracy,Number sense and algebra,Proportional thinking,1,Understanding percentages and relative size,NUM-NSA-PT2-L1-I04,4,recognises that complementary percentages add to give 100% and applies to situations (e.g. if 10% of the jellybeans in a jar are black then 90% are not black),recognises that complementary percentages add to give 100% and applies to situations ,e.g. if 10% of the jellybeans in a jar are black then 90% are not black),,,,,,Yes,,,,,
Numeracy,Number sense and algebra,Proportional thinking,2,Determines a percentage as a part of a whole,NUM-NSA-PT2-L2-I01,1,"explains and fluently uses interchangeably the equivalence relationship between a fraction, decimal and percentage @ 1/2 = 0.5 = 50%; explains that at quarter time, 75% of the game is left to play; interchangeably refers to a response from 50%, 0.5 or half of the audience when evaluating how an audience responded to an aspect of a performance)","explains and fluently uses interchangeably the equivalence relationship between a fraction, decimal and percentage "," 1/2 = 0.5 = 50%; explains that at quarter time, 75% of the game is left to play; interchangeably refers to a response from 50%, 0.5 or half of the audience when evaluating how an audience responded to an aspect of a performance)",,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,2,Determines a percentage as a part of a whole,NUM-NSA-PT2-L2-I02,2,"uses key percentages and their equivalences to determine the percentage of a quantity @ to solve 75% of 160, I know that 50% [half] of 160 is 80, and 25% [quarter] is 40 so 75% is 120)",uses key percentages and their equivalences to determine the percentage of a quantity ," to solve 75% of 160, I know that 50% [half] of 160 is 80, and 25% [quarter] is 40 so 75% is 120)",,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,2,Determines a percentage as a part of a whole,NUM-NSA-PT2-L2-I03,3,"calculates a percentage of an amount @ interprets that a 15% discount on an $80 purchase means 15% × $80 and determines 10% × $80 is $8, so 5% × $80 is $4 therefore 15% × $80 is $8 + $4 = $12; calculates the amount of sugar/fat in a breakfast cereal to make a recommendation on a healthy choice, such as 12% of 250 grams = 30 grams)",calculates a percentage of an amount ," interprets that a 15% discount on an $80 purchase means 15% × $80 and determines 10% × $80 is $8, so 5% × $80 is $4 therefore 15% × $80 is $8 + $4 = $12; calculates the amount of sugar/fat in a breakfast cereal to make a recommendation on a healthy choice, such as 12% of 250 grams = 30 grams)",,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,2,Determines a percentage as a part of a whole,NUM-NSA-PT2-L2-I04,4,expresses one quantity as a percentage of another @ determines what percentage 7 is of 35; determines what percentage 10 millilitres is of 200 millilitres when calculating appropriate doses of medicine),expresses one quantity as a percentage of another , determines what percentage 7 is of 35; determines what percentage 10 millilitres is of 200 millilitres when calculating appropriate doses of medicine),,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,2,Determines a percentage as a part of a whole,NUM-NSA-PT2-L2-I05,5,uses the complement of the percentage to calculate the amount after a percentage discount ,uses the complement of the percentage to calculate the amount after a percentage discount ,,,,,,,Yes,Yes,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,3,Identifies ratios as a part-to-part comparison,NUM-NSA-PT2-L3-I01,1,"represents ratios using diagrams, physical or virtual materials (e.g. in a ratio 1:4 of red to blue counters, for each red counter there are 4 blue counters; uses physical or virtual materials to represent the ratio of hydrogen atoms to oxygen atoms in water molecules as 2:1, 2 hydrogen for every oxygen)","represents ratios using diagrams, physical or virtual materials ","e.g. in a ratio 1:4 of red to blue counters, for each red counter there are 4 blue counters; uses physical or virtual materials to represent the ratio of hydrogen atoms to oxygen atoms in water molecules as 2:1, 2 hydrogen for every oxygen)",,,,,,,,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,3,Identifies ratios as a part-to-part comparison,NUM-NSA-PT2-L3-I02,2,interprets ratios as a comparison between 2 like quantities (e.g. ratio of students to teachers in a school is 20:1; ratio of carbohydrates to fat to protein in a food; interprets ratios such as debt equity ratio or savings-income ratio),interprets ratios as a comparison between 2 like quantities ,e.g. ratio of students to teachers in a school is 20:1; ratio of carbohydrates to fat to protein in a food; interprets ratios such as debt equity ratio or savings-income ratio),,,,,,,,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,3,Identifies ratios as a part-to-part comparison,NUM-NSA-PT2-L3-I03,3,interprets a rate as a comparison between 2 different types of quantities (e.g. water flow can be measured at a rate of 5 litres per second; change of concentration of reactants per time; the relationship between beats per minute and the pulse/rhythm of a dance phrase),interprets a rate as a comparison between 2 different types of quantities ,e.g. water flow can be measured at a rate of 5 litres per second; change of concentration of reactants per time; the relationship between beats per minute and the pulse/rhythm of a dance phrase),,,,,,,,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,3,Identifies ratios as a part-to-part comparison,NUM-NSA-PT2-L3-I04,4,expresses a ratio as equivalent fractions or percentages (e.g. the ratio of rainy days to fine days in Albany is 1:2 and so 1/3 of the days are rainy; in a ratio of 1:1 each part represents one 1/2 or 50% of the whole; when interpreting food labels and making healthy eating choices),expresses a ratio as equivalent fractions or percentages ,e.g. the ratio of rainy days to fine days in Albany is 1:2 and so 1/3 of the days are rainy; in a ratio of 1:1 each part represents one 1/2 or 50% of the whole; when interpreting food labels and making healthy eating choices),,,,,,,,Yes,,,
Numeracy,Number sense and algebra,Proportional thinking,4,Using ratios and rates,NUM-NSA-PT2-L4-I01,1,"uses a ratio to create, increase or decrease quantities to maintain a given proportion (e.g. creates mixtures such as adhesives, finishes, salad dressings; scales a recipe up or down; makes 100 litres of cordial given instructions for making 5 litres using one part cordial to 6 parts water;)","uses a ratio to create, increase or decrease quantities to maintain a given proportion ","e.g. creates mixtures such as adhesives, finishes, salad dressings; scales a recipe up or down; makes 100 litres of cordial given instructions for making 5 litres using one part cordial to 6 parts water;)",,,,,,,,Yes,Yes,,
Numeracy,Number sense and algebra,Proportional thinking,4,Using ratios and rates,NUM-NSA-PT2-L4-I02,2,"uses rates to determine how quantities change (e.g. when travelling at a constant speed of 60 km/h, determines the distance travelled in 30 minutes; uses price rate of change to measure the direction and speed of a financial trend, such as an upward momentum in stock prices; compares the effect of different frame rates, frames per second, when producing a slow-motion sequence)",uses rates to determine how quantities change ,"e.g. when travelling at a constant speed of 60 km/h, determines the distance travelled in 30 minutes; uses price rate of change to measure the direction and speed of a financial trend, such as an upward momentum in stock prices; compares the effect of different frame rates, frames per second, when producing a slow-motion sequence)",,,,,,,,Yes,Yes,,
Numeracy,Number sense and algebra,Proportional thinking,5,Proportionality and the whole,NUM-NSA-PT2-L5-I01,1,"determines the whole given a percentage (e.g. given 20% is 13 millilitres, determines the whole is 65 millilitres; given 20% is 1300 kilojoules, determines the whole is 6500 kilojoules when calculating the amount of energy consumed as part of a daily recommended intake)",determines the whole given a percentage ,"e.g. given 20% is 13 millilitres, determines the whole is 65 millilitres; given 20% is 1300 kilojoules, determines the whole is 6500 kilojoules when calculating the amount of energy consumed as part of a daily recommended intake)",,,,,,,,,Yes,,
Numeracy,Number sense and algebra,Proportional thinking,5,Proportionality and the whole,NUM-NSA-PT2-L5-I02,2,identifies the common unit rate to compare rates expressed in different units (e.g. calculating the best buys; comparing the relative speed of 2 vehicles),identifies the common unit rate to compare rates expressed in different units ,e.g. calculating the best buys; comparing the relative speed of 2 vehicles),,,,,,,,,Yes,,
Numeracy,Number sense and algebra,Proportional thinking,5,Proportionality and the whole,NUM-NSA-PT2-L5-I03,3,"identifies, compares, represents and solves problems involving different rates in real world contexts (e.g. measures heart rate and breathing rate to monitor the body’s reaction to a range of physical activities)","identifies, compares, represents and solves problems involving different rates in real world contexts ",e.g. measures heart rate and breathing rate to monitor the body’s reaction to a range of physical activities),,,,,,,,,Yes,,
Numeracy,Number sense and algebra,Proportional thinking,5,Proportionality and the whole,NUM-NSA-PT2-L5-I04,4,determines the equivalence between 2 rates or ratios by expressing them in their simplest form,determines the equivalence between 2 rates or ratios by expressing them in their simplest form,,,,,,,,,,Yes,,
Numeracy,Number sense and algebra,Proportional thinking,5,Proportionality and the whole,NUM-NSA-PT2-L5-I05,5,"describes how the proportion is preserved when using a ratio (e.g. uses the ratio 1:4:15 for the composition of silver, copper and gold to determine the mass of copper in a rose gold ring that weighs 8 grams; applies an aspect ratio when resizing images of an artwork such as if the aspect ratio is 3:2 then a picture that is 600 pixels wide would be 400 pixels tall)",describes how the proportion is preserved when using a ratio ,"e.g. uses the ratio 1:4:15 for the composition of silver, copper and gold to determine the mass of copper in a rose gold ring that weighs 8 grams; applies an aspect ratio when resizing images of an artwork such as if the aspect ratio is 3:2 then a picture that is 600 pixels wide would be 400 pixels tall)",,,,,,,,,Yes,,
Numeracy,Number sense and algebra,Proportional thinking,6,Applying proportion,NUM-NSA-PT2-L6-I01,1,"recognises that percentages can be greater than 100% (e.g. the entry price to the show has gone up from $20 last year to $25 this year, that’s a 125% of last year’s price; examines food labels and nutritional tables to determine whether the percentage of a fast-food meal exceeds a recommended daily intake for sugar/fats)",recognises that percentages can be greater than 100% ,"e.g. the entry price to the show has gone up from $20 last year to $25 this year, that’s a 125% of last year’s price; examines food labels and nutritional tables to determine whether the percentage of a fast-food meal exceeds a recommended daily intake for sugar/fats)",,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Proportional thinking,6,Applying proportion,NUM-NSA-PT2-L6-I02,2,uses common fractions and decimals for proportional increase or decrease of a given amount,uses common fractions and decimals for proportional increase or decrease of a given amount,,,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Proportional thinking,6,Applying proportion,NUM-NSA-PT2-L6-I03,3,increases and decreases quantities by a percentage and expresses a percentage increase or decrease using a multiplier (e.g. calculates 70% or 0.7 of the original marked price to apply a 30% discount; multiplies by 1.03 when predicting a 3% future capital gain; calculates percentage increase or decrease in international migration in Australia),increases and decreases quantities by a percentage and expresses a percentage increase or decrease using a multiplier ,e.g. calculates 70% or 0.7 of the original marked price to apply a 30% discount; multiplies by 1.03 when predicting a 3% future capital gain; calculates percentage increase or decrease in international migration in Australia),,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Proportional thinking,6,Applying proportion,NUM-NSA-PT2-L6-I04,4,"models situations and solves problems using percentages, rates and ratios (e.g. calculates interest payable on loans; compares taxation rates and the effect of a pay increase on how much annual income tax is payable; mixes chemical solutions using ratios; uses Mendelian inheritance to predict the ratio of offspring genotypes and phenotypes in monohybrid crosses)","models situations and solves problems using percentages, rates and ratios ",e.g. calculates interest payable on loans; compares taxation rates and the effect of a pay increase on how much annual income tax is payable; mixes chemical solutions using ratios; uses Mendelian inheritance to predict the ratio of offspring genotypes and phenotypes in monohybrid crosses),,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Proportional thinking,6,Applying proportion,NUM-NSA-PT2-L6-I05,5,identifies and interprets situations where direct proportion is involved (e.g. hours worked and payment received; increase in income and increase in demand for branded products; increasing the mass will increase the force provided that acceleration remains constant),identifies and interprets situations where direct proportion is involved ,e.g. hours worked and payment received; increase in income and increase in demand for branded products; increasing the mass will increase the force provided that acceleration remains constant),,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Proportional thinking,6,Applying proportion,NUM-NSA-PT2-L6-I06,6,"identifies and interprets situations where inverse proportion is involved (e.g.  number of people working on a job and time taken to complete the job; speed and time taken to travel, recognising that travelling at a greater speed will mean the journey takes less time; decrease in price and increase in demand)",identifies and interprets situations where inverse proportion is involved ,"e.g.  number of people working on a job and time taken to complete the job; speed and time taken to travel, recognising that travelling at a greater speed will mean the journey takes less time; decrease in price and increase in demand)",,,,,,,,,,Yes,Yes
Numeracy,Number sense and algebra,Proportional thinking,6,Applying proportion,NUM-NSA-PT2-L6-I07,7,uses ratio and scale factors to enlarge or reduce the size of objects (e.g. interprets the scale used on a map and determines the real distance between 2 locations; draws engineering drawings to scale),uses ratio and scale factors to enlarge or reduce the size of objects ,e.g. interprets the scale used on a map and determines the real distance between 2 locations; draws engineering drawings to scale),,,,,,,,,,Yes,Yes
