Code,Descriptor,Year Level,Learning Area,Subject,Strand,Sub-strand,Category,Linked Achievement IDs
AC9HP6M03,"investigate how different movement concepts related to effort, space, time, objects and people can be applied to improve movement outcomes",Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-04, Y6-HP-AS-04"
AC9HP6M04,participate in physical activities to investigate the body’s reaction to different levels of intensity,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-03, Y6-HP-AS-03"
AC9HP6M05,"participate in physical activities that enhance health and wellbeing in natural and outdoor settings, and analyse the steps and resources needed to promote participation",Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-03, Y6-HP-AS-03"
AC9HP6M06,propose and explain strategies to increase physical activity and reduce sedentary behaviour levels in their lives,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-03, Y6-HP-AS-03"
AC9HP6M07,predict and test the effectiveness of applying different skills and strategies in a range of movement situations,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-10, Y6-HP-AS-10"
AC9HP6M08,devise and test alternative rules and game modifications to support fair play and inclusive participation,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-06, Y6-HP-AS-06"
AC9HP6M09,"participate positively in groups and teams by contributing to group activities, encouraging others and negotiating roles and responsibilities.",Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-06, Y6-HP-AS-06"
AC9HP6P01,"explain how identities can be influenced by people and places, and how we can create positive self-identities",Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-02, Y6-HP-AS-02"
AC9HP6P02,"investigate resources and strategies to manage changes and transitions, including changes associated with puberty",Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-09, Y6-HP-AS-09"
AC9HP6P03,investigate how the portrayal of societal roles and responsibilities can be influenced by gender stereotypes,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-07, Y6-HP-AS-07"
AC9HP6P04,describe and demonstrate how respect and empathy can be expressed to positively influence relationships,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-08, Y6-HP-AS-08"
AC9HP6P05,describe and implement strategies to value diversity in their communities,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-08, Y6-HP-AS-08"
AC9HP6P06,apply strategies to manage emotions and analyse how emotional responses influence interactions,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-09, Y6-HP-AS-09"
AC9HP6P07,"describe strategies for seeking, giving or denying consent and rehearse how to communicate their intentions effectively and respectfully",Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-01, Y6-HP-AS-01"
AC9HP6P08,analyse and rehearse protective behaviours and help-seeking strategies that can be used in a range of online and offline situations,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-01, Y6-HP-AS-01"
AC9HP6P09,investigate different sources and types of health information and how these apply to their own and others’ health choices,Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-05, Y6-HP-AS-05"
AC9HP6P10,"analyse how behaviours influence the health, safety, relationships and wellbeing of individuals and communities",Year 6,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,"Y5-HP-AS-05, Y6-HP-AS-05"
AC9HPFM01,practise fundamental movement skills in minor game and play situations,Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-01
AC9HPFM02,experiment with different ways of moving their body safely and manipulating objects and space,Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-01
AC9HPFM03,participate in a range of activities in natural and outdoor settings and explore the benefits of being physically active,Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-04
AC9HPFM04,follow rules to promote fair play in a range of physical activities.,Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-04
AC9HPFP01,investigate who they are and the people in their world,Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-02
AC9HPFP02,practise personal and social skills to interact respectfully with others,Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-05
AC9HPFP03,express and describe emotions they experience,Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-02
AC9HPFP04,"explore how to seek, give or deny permission respectfully when sharing possessions or personal space",Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-06
AC9HPFP05,"demonstrate protective behaviours, name body parts and rehearse help-seeking strategies that help keep them safe",Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-06
AC9HPFP06,"identify health symbols, messages and strategies in their community that support their health and safety",Foundation,Health and Physical Education,Health and Physical Education,Knowledge and understanding,,,P-HP-AS-03
AC9TDE2K01,"identify how familiar products, services and environments are designed and produced by people to meet personal or local community needs and sustainability",Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Sustainability,"Y1-TEC-AS-02, Y2-TEC-AS-02"
AC9TDE2K02,explore how technologies including materials affect movement in products,Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Materials,"Y1-TEC-AS-01, Y2-TEC-AS-01"
AC9TDE2K03,"explore how plants and animals are grown for food, clothing and shelter",Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-FoodFibre,"Y1-TEC-AS-01, Y2-TEC-AS-01"
AC9TDE2K04,explore how food can be selected and prepared for healthy eating,Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-FoodFibre,"Y1-TEC-AS-01, Y2-TEC-AS-01"
AC9TDE2P01,"generate and communicate design ideas through describing, drawing or modelling, including using digital tools",Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignIdeas,"Y1-TEC-AS-05, Y2-TEC-AS-05"
AC9TDE2P02,"use materials, components, tools, equipment and techniques to safely make designed solutions",Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Processes,"Y1-TEC-AS-03, Y2-TEC-AS-03"
AC9TDE2P03,evaluate the success of design ideas and solutions based on personal preferences and including sustainability,Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignIdeas,"Y1-TEC-AS-04, Y2-TEC-AS-04"
AC9TDE2P04,sequence steps for making designed solutions cooperatively.,Year 2,Technologies,Design and Technologies,Processes and Production Skills,,DnT-ProjectMgmt,"Y1-TEC-AS-03, Y2-TEC-AS-03"
AC9TDE4K01,"examine design and technologies occupations and factors including sustainability that impact on the design of products, services and environments to meet community needs",Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Sustainability,"Y3-TEC-AS-02, Y4-TEC-AS-02"
AC9TDE4K02,describe how forces and the properties of materials affect function in a product or system,Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Materials,"Y3-TEC-AS-01, Y4-TEC-AS-01"
AC9TDE4K03,describe the ways of producing food and fibre,Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-FoodFibre,"Y3-TEC-AS-01, Y4-TEC-AS-01"
AC9TDE4K04,describe the ways food can be selected and prepared for healthy eating,Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-FoodFibre,"Y3-TEC-AS-01, Y4-TEC-AS-01"
AC9TDE4P01,"explore needs or opportunities for designing, and test materials, components, tools, equipment and processes needed to create designed solutions",Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignCriteria,"Y3-TEC-AS-01, Y4-TEC-AS-01"
AC9TDE4P02,"generate and communicate design ideas and decisions using appropriate attributions, technical terms and graphical representation techniques, including using digital tools",Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignIdeas,"Y3-TEC-AS-07, Y4-TEC-AS-07"
AC9TDE4P03,"select and use materials, components, tools, equipment and techniques to safely make designed solutions",Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Processes,"Y3-TEC-AS-04, Y4-TEC-AS-04"
AC9TDE4P04,use given or co-developed design criteria including sustainability to evaluate design ideas and solutions,Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignIdeas,"Y3-TEC-AS-06, Y4-TEC-AS-06"
AC9TDE4P05,sequence steps to individually and collaboratively make designed solutions,Year 4,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Processes,"Y3-TEC-AS-04, Y4-TEC-AS-04"
AC9TDE6K02,"explain how electrical energy can be transformed into movement, sound or light in a product or system",Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Materials,"Y5-TEC-AS-01, Y6-TEC-AS-01"
AC9TDE6K03,explain how and why food and fibre are produced in managed environments,Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-FoodFibre,"Y5-TEC-AS-01, Y6-TEC-AS-01"
AC9TDE6K04,explain how the characteristics of foods influence selection and preparation for healthy eating,Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-FoodFibre,"Y5-TEC-AS-01, Y6-TEC-AS-01"
AC9TDE6K05,"explain how characteristics and properties of materials, systems, components, tools and equipment affect their use when producing designed solutions",Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Materials,"Y5-TEC-AS-01, Y6-TEC-AS-01"
AC9TDE6P01,"investigate needs or opportunities for designing, and the materials, components, tools, equipment and processes needed to create designed solutions",Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignCriteria,"Y5-TEC-AS-01, Y6-TEC-AS-01"
AC9TDE6P02,"generate, iterate and communicate design ideas, decisions and processes using technical terms and graphical representation techniques, including using digital tools",Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignIdeas,"Y5-TEC-AS-04, Y6-TEC-AS-04"
AC9TDE6P04,"negotiate design criteria including sustainability to evaluate design ideas, processes and solutions",Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignIdeas,"Y5-TEC-AS-08, Y6-TEC-AS-08"
AC9TDE6P05,develop project plans that include consideration of resources to individually and collaboratively make designed solutions,Year 6,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Processes,"Y5-TEC-AS-05, Y6-TEC-AS-05"
AC9TDEFK01,"explore how familiar products, services and environments are designed by people",Foundation,Technologies,Design and Technologies,Processes and Production Skills,,DnT-Sustainability,"PFD-TEC-AS-01, Y5-TEC-AS-02, Y6-TEC-AS-02"
AC9TDEFP01,"generate, communicate and evaluate design ideas, and use materials, equipment and steps to safely make a solution for a purpose",Foundation,Technologies,Design and Technologies,Processes and Production Skills,,DnT-DesignIdeas,"PFD-TEC-AS-02, PFD-TEC-AS-03"
AC9TDI2K01,identify and explore digital systems and their components for a purpose,Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Systems,"Y1-TEC-AS-02, Y2-TEC-AS-02"
AC9TDI2K02,"represent data as pictures, symbols, numbers and words",Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-DataRep,"Y1-TEC-AS-06, Y2-TEC-AS-06"
AC9TDI2P02,"follow and describe algorithms involving a sequence of steps, branching (decisions) and iteration (repetition)",Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Algorithms,"Y1-TEC-AS-06, Y2-TEC-AS-06"
AC9TDI2P03,discuss how existing digital systems satisfy identified needs for known users,Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y1-TEC-AS-06, Y2-TEC-AS-06"
AC9TDI2P04,"use the basic features of common digital tools to create, locate and communicate content",Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-InfoCreate,"Y1-TEC-AS-05, Y2-TEC-AS-05"
AC9TDI2P05,"use the basic features of common digital tools to share content and collaborate demonstrating agreed behaviours, guided by trusted adults",Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y1-TEC-AS-05, Y2-TEC-AS-05"
AC9TDI2P06,access their school account with a recorded username and password,Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y1-TEC-AS-05, Y2-TEC-AS-05"
AC9TDI2P07,discuss that some websites and apps store their personal data online,Year 2,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y1-TEC-AS-03, Y2-TEC-AS-03"
AC9TDI4K01,explore and describe a range of digital systems and their peripherals for a variety of purposes,Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Systems,"Y3-TEC-AS-05, Y4-TEC-AS-05"
AC9TDI4K02,explore transmitting different types of data between digital systems,Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Systems,"Y3-TEC-AS-05, Y4-TEC-AS-05"
AC9TDI4K03,recognise different types of data and explore how the same data can be represented differently depending on the purpose,Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-DataRep,"Y3-TEC-AS-08, Y4-TEC-AS-08"
AC9TDI4P01,define problems with given design criteria and by co-creating user stories,Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y3-TEC-AS-06, Y4-TEC-AS-06"
AC9TDI4P02,"follow and describe algorithms involving sequencing, comparison operators (branching) and iteration",Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Algorithms,"Y3-TEC-AS-08, Y4-TEC-AS-08"
AC9TDI4P03,"generate, communicate and compare designs",Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-InfoCreate,"Y3-TEC-AS-07, Y4-TEC-AS-07"
AC9TDI4P04,implement simple algorithms as visual programs involving control structures and input,Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Algorithms,"Y3-TEC-AS-08, Y4-TEC-AS-08"
AC9TDI4P05,discuss how existing and student solutions satisfy the design criteria and user stories,Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-InfoCreate,"Y3-TEC-AS-06, Y4-TEC-AS-06"
AC9TDI4P06,"use the core features of common digital tools to create, locate and communicate content, following agreed conventions",Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-InfoCreate,"Y3-TEC-AS-09, Y4-TEC-AS-09"
AC9TDI4P07,"use the core features of common digital tools to share content, plan tasks, and collaborate, following agreed behaviours, supported by trusted adults",Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y3-TEC-AS-09, Y4-TEC-AS-09"
AC9TDI4P08,"access their school account using a memorised password and explain why it should be easy to remember, but hard for others to guess",Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y3-TEC-AS-05, Y4-TEC-AS-05"
AC9TDI4P09,identify what personal data is stored and shared in their online accounts and discuss any associated risks.,Year 4,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y3-TEC-AS-03, Y4-TEC-AS-03"
AC9TDI6K01,investigate the main internal components of common digital systems and their function,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Systems,"Y5-TEC-AS-03, Y6-TEC-AS-03"
AC9TDI6K02,examine how digital systems form networks to transmit data,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Systems,"Y5-TEC-AS-03, Y6-TEC-AS-03"
AC9TDI6K03,explain how digital systems represent all data using numbers,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Systems,"Y5-TEC-AS-07, Y6-TEC-AS-07"
AC9TDI6K04,explore how data can be represented by off and on states (zeros and ones in binary),Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-DataRep,"Y5-TEC-AS-07, Y6-TEC-AS-07"
AC9TDI6P01,define problems with given or co developed design criteria and by creating user stories,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y5-TEC-AS-08, Y6-TEC-AS-08"
AC9TDI6P02,design algorithms involving multiple alternatives (branching) and iteration,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Algorithms,"Y5-TEC-AS-07, Y6-TEC-AS-07"
AC9TDI6P03,design a user interface for a digital system,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y5-TEC-AS-08, Y6-TEC-AS-08"
AC9TDI6P04,"generate, modify, communicate and evaluate designs",Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-InfoCreate,"Y5-TEC-AS-04, Y6-TEC-AS-04"
AC9TDI6P05,"implement algorithms as visual programs involving control structures, variables and input",Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Algorithms,"Y5-TEC-AS-07, Y6-TEC-AS-07"
AC9TDI6P06,evaluate existing and student solutions against the design criteria and user stories and their broader community impact,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-InfoCreate,"Y5-TEC-AS-08, Y6-TEC-AS-08"
AC9TDI6P07,"select and use appropriate digital tools effectively to create, locate and communicate content, applying common conventions",Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-InfoCreate,"Y5-TEC-AS-04, Y5-TEC-AS-05, Y6-TEC-AS-04, Y6-TEC-AS-05"
AC9TDI6P08,"select and use appropriate digital tools effectively to share content online, plan tasks and collaborate on projects, demonstrating agreed behaviours",Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y5-TEC-AS-04, Y5-TEC-AS-05, Y6-TEC-AS-04, Y6-TEC-AS-05"
AC9TDI6P09,access multiple personal accounts using unique passphrases and explain the risks of password re-use,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,"Y5-TEC-AS-03, Y6-TEC-AS-03"
AC9TDI6P10,explain the creation and permanence of their digital footprint and consider privacy when collecting user data.,Year 6,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Safety,"Y5-TEC-AS-06, Y6-TEC-AS-06"
AC9TDIFK01,recognise and explore digital systems (hardware and software) for a purpose,Foundation,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Systems,PFD-TEC-AS-01
AC9TDIFK02,"represent data as objects, pictures and symbols",Foundation,Technologies,Digital Technologies,Processes and Production Skills,,DigT-DataRep,PFD-TEC-AS-04
AC9TDIFP01,identify some data that is personal and owned by them.,Foundation,Technologies,Digital Technologies,Processes and Production Skills,,DigT-Programming,PFD-TEC-AS-04
AC9E1LA01,"Students interact with others, and listen to and create short spoken texts including recounts of stories.",Year 1,English,English,Language,,,Year1-AS-4833
AC9E1LA02,"They sequence ideas and use language features including topic-specific vocabulary and features of voice., They share ideas and retell or adapt familiar stories, recount or report on events or experiences, and express opinions using a small number of details from learnt topics, topics of interest or texts.",Year 1,English,English,Language,,,"Year1-AS-8445, Year1-AS-8680"
AC9E1LA03,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They report information and experiences, and express opinions.",Year 1,English,English,Language,,,"Year1-AS-721, Year1-AS-9042"
AC9E1LA04,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features.",Year 1,English,English,Language,,,Year1-AS-721
AC9E1LA05,"They create short written and/or multimodal texts including recounts of stories with events and characters., They identify the text structures of familiar narrative and informative texts, and their language features and visual features.",Year 1,English,English,Language,,,"Year1-AS-2, Year1-AS-721"
AC9E1LA06,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They write simple sentences with sentence boundary punctuation and capital letters for proper nouns.",Year 1,English,English,Language,,,"Year1-AS-6800, Year1-AS-721"
AC9E1LA07,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They write simple sentences with sentence boundary punctuation and capital letters for proper nouns.",Year 1,English,English,Language,,,"Year1-AS-6800, Year1-AS-721"
AC9E1LA08,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences.",Year 1,English,English,Language,,,"Year1-AS-721, Year1-AS-9965"
AC9E1LA09,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences., They sequence ideas and use language features including topic-specific vocabulary and features of voice., They use topic-specific vocabulary.",Year 1,English,English,Language,,,"Year1-AS-5660, Year1-AS-721, Year1-AS-8445, Year1-AS-9965"
AC9E1LA10,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They use sentence boundary punctuation to read with developing phrasing and fluency., They write simple sentences with sentence boundary punctuation and capital letters for proper nouns.",Year 1,English,English,Language,,,"Year1-AS-4903, Year1-AS-6800, Year1-AS-721"
AC9E1LE01,"Ideas in their texts may be informative or imaginative and include a small number of details from learnt topics, topics of interest or texts., They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences., They share ideas and retell or adapt familiar stories, recount or report on events or experiences, and express opinions using a small number of details from learnt topics, topics of interest or texts.",Year 1,English,English,Literature,,,"Year1-AS-1357, Year1-AS-721, Year1-AS-8680, Year1-AS-9965"
AC9E1LE02,"Students interact with others, and listen to and create short spoken texts including recounts of stories., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences., They report information and experiences, and express opinions., They share ideas and retell or adapt familiar stories, recount or report on events or experiences, and express opinions using a small number of details from learnt topics, topics of interest or texts.",Year 1,English,English,Literature,,,"Year1-AS-4833, Year1-AS-8680, Year1-AS-9042, Year1-AS-9965"
AC9E1LE03,"They create short written and/or multimodal texts including recounts of stories with events and characters., They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences.",Year 1,English,English,Literature,,,"Year1-AS-2, Year1-AS-721, Year1-AS-9965"
AC9E1LE04,"Students interact with others, and listen to and create short spoken texts including recounts of stories., They share ideas and retell or adapt familiar stories, recount or report on events or experiences, and express opinions using a small number of details from learnt topics, topics of interest or texts.",Year 1,English,English,Literature,,,"Year1-AS-4833, Year1-AS-8680"
AC9E1LE05,"Students interact with others, and listen to and create short spoken texts including recounts of stories., They create short written and/or multimodal texts including recounts of stories with events and characters., They sequence ideas and use language features including topic-specific vocabulary and features of voice., They share ideas and retell or adapt familiar stories, recount or report on events or experiences, and express opinions using a small number of details from learnt topics, topics of interest or texts., They use topic-specific vocabulary.",Year 1,English,English,Literature,,,"Year1-AS-2, Year1-AS-4833, Year1-AS-5660, Year1-AS-8445, Year1-AS-8680"
AC9E1LY01,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features.",Year 1,English,English,Literacy,,,Year1-AS-721
AC9E1LY02,"Students interact with others, and listen to and create short spoken texts including recounts of stories., They share ideas and retell or adapt familiar stories, recount or report on events or experiences, and express opinions using a small number of details from learnt topics, topics of interest or texts.",Year 1,English,English,Literacy,,,"Year1-AS-4833, Year1-AS-8680"
AC9E1LY03,"They identify the text structures of familiar narrative and informative texts, and their language features and visual features., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences.",Year 1,English,English,Literacy,,,"Year1-AS-721, Year1-AS-9965"
AC9E1LY04,"They blend short vowels, common long vowels, consonants and digraphs to read one-syllable words., They read one- and two- syllable words with common letter patterns, and an increasing number of high-frequency words., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences., They use sentence boundary punctuation to read with developing phrasing and fluency.",Year 1,English,English,Literacy,,,"Year1-AS-2951, Year1-AS-4399, Year1-AS-4903, Year1-AS-9965"
AC9E1LY05,"Students interact with others, and listen to and create short spoken texts including recounts of stories., They read, view and comprehend texts, monitoring meaning and making connections between the depiction of characters, setting and events, and to personal experiences.",Year 1,English,English,Literacy,,,"Year1-AS-4833, Year1-AS-9965"
AC9E1LY06,"Ideas in their texts may be informative or imaginative and include a small number of details from learnt topics, topics of interest or texts., They create short written and/or multimodal texts including recounts of stories with events and characters., They report information and experiences, and express opinions., They spell most one- and two- syllable words with common letter patterns and common grammatical morphemes, and an increasing number of high-frequency words., They use topic-specific vocabulary., They write simple sentences with sentence boundary punctuation and capital letters for proper nouns.",Year 1,English,English,Literacy,,,"Year1-AS-1357, Year1-AS-2, Year1-AS-5660, Year1-AS-6800, Year1-AS-9042, Year1-AS-93"
AC9E1LY07,"Students interact with others, and listen to and create short spoken texts including recounts of stories., They sequence ideas and use language features including topic-specific vocabulary and features of voice., They share ideas and retell or adapt familiar stories, recount or report on events or experiences, and express opinions using a small number of details from learnt topics, topics of interest or texts.",Year 1,English,English,Literacy,,,"Year1-AS-4833, Year1-AS-8445, Year1-AS-8680"
AC9E1LY08,They write words using unjoined upper-case and lower-case letters.,Year 1,English,English,Literacy,,,Year1-AS-8735
AC9E1LY09,"They read one- and two- syllable words with common letter patterns, and an increasing number of high-frequency words.",Year 1,English,English,Literacy,,,Year1-AS-4399
AC9E1LY10,"They blend short vowels, common long vowels, consonants and digraphs to read one-syllable words., They read one- and two- syllable words with common letter patterns, and an increasing number of high-frequency words.",Year 1,English,English,Literacy,,,"Year1-AS-2951, Year1-AS-4399"
AC9E1LY11,"They blend short vowels, common long vowels, consonants and digraphs to read one-syllable words., They read one- and two- syllable words with common letter patterns, and an increasing number of high-frequency words., They spell most one- and two- syllable words with common letter patterns and common grammatical morphemes, and an increasing number of high-frequency words.",Year 1,English,English,Literacy,,,"Year1-AS-2951, Year1-AS-4399, Year1-AS-93"
AC9E1LY12,"They read one- and two- syllable words with common letter patterns, and an increasing number of high-frequency words., They spell most one- and two- syllable words with common letter patterns and common grammatical morphemes, and an increasing number of high-frequency words.",Year 1,English,English,Literacy,,,"Year1-AS-4399, Year1-AS-93"
AC9E1LY13,"They spell most one- and two- syllable words with common letter patterns and common grammatical morphemes, and an increasing number of high-frequency words.",Year 1,English,English,Literacy,,,Year1-AS-93
AC9E1LY14,"They read one- and two- syllable words with common letter patterns, and an increasing number of high-frequency words., They spell most one- and two- syllable words with common letter patterns and common grammatical morphemes, and an increasing number of high-frequency words.",Year 1,English,English,Literacy,,,"Year1-AS-4399, Year1-AS-93"
AC9E1LY15,"They spell most one- and two- syllable words with common letter patterns and common grammatical morphemes, and an increasing number of high-frequency words.",Year 1,English,English,Literacy,,,Year1-AS-93
AC9E2LA01,"Students interact with others, and listen to and create spoken texts including stories.",Year 2,English,English,Language,,,Year2-AS-8822
AC9E2LA02,"They create written and/or multimodal texts including stories to inform, express an opinion, adapt an idea or narrate for audiences., They organise and link ideas, and use language features including topic-specific vocabulary and features of voice., They share ideas, topic knowledge and appreciation of texts when they recount, inform or express an opinion, including details from learnt topics, topics of interest or texts.",Year 2,English,English,Language,,,"Year2-AS-1132, Year2-AS-1724, Year2-AS-9971"
AC9E2LA03,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They organise and link ideas, and use language features including topic-specific vocabulary and features of voice., They use text structures to organise and link ideas for a purpose.",Year 2,English,English,Language,,,"Year2-AS-1724, Year2-AS-6476, Year2-AS-8841"
AC9E2LA04,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They use text structures to organise and link ideas for a purpose.",Year 2,English,English,Language,,,"Year2-AS-6476, Year2-AS-8841"
AC9E2LA05,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events.",Year 2,English,English,Language,,,"Year2-AS-7457, Year2-AS-8841"
AC9E2LA06,"They describe how similar topics and information are presented through the structure of narrative and informative texts, and identify their language features and visual features., They punctuate simple and compound sentences., They read, view and comprehend texts, identifying literal and inferred meaning, and how ideas are presented through characters and events.",Year 2,English,English,Language,,,"Year2-AS-4307, Year2-AS-7457, Year2-AS-8841"
